"","Site","EAP.Acc.","Provenience..field.number.","ID.Catalog...cat..element.or.portion.","Specimen.Catalog...cat..organism.","Cantryll.Test...test..analyst.sample.number.","Period","Date","ID","Element","Side","Description.completeness","Age..modern.only.","Fusion","Cantryll.notes","variable","value","template"
"7265","Tipu","EAP0667","T763","155","n/a","481T9","Spanish colonial late classic","","Mazama sp.","1st phalanx","","complete",NA,"","T763-155 phalange 1 Mazama sp. Complete.  ","Humerus.GLC",NA,"Humerus length from caput"
"7266","Tipu","EAP0667","T676","","n/a","437T8","","","Mazama americanus","acetabulum","","almost complete",NA,"","T676 pelvis Mazama acetabulum relevant landmarks recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7267","Tipu","EAP0667","T376","11","n/a","386T6","Historic","","Mazama sp.","astragalus","","almost complete",NA,"","T376-011 astragalus Mazama a? not listed on excel sheet. Will repack on top of the box.","Humerus.GLC",NA,"Humerus length from caput"
"7268","Tipu","EAP0667","T043","20","n/a","326T1","Historic","","Mazama sp.","calcaneum","","complete",NA,"","T043-20 calcaneus not listed on excel sheet probably mazama all landmarks are recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7269","Tipu","EAP0667","T043","22","n/a","327T1","Historic","","Mazama sp.","calcaneum","","broken .5",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7270","Tipu","EAP0667","T810","2","n/a","504T10","Late-post-classic","","Mazama sp.","femur","","proximal .8",NA,"fused proximal","T810-002 femur Mazama sp. Proximal femoral head present and fused trochanter absent.  Distal articulation missing. Muscle scars are prominent.","Humerus.GLC",NA,"Humerus length from caput"
"7271","Tipu","EAP0667","T591","1","n/a","532T14","","","Odocoileus virginianus","femur","","distal .3",NA,"","T591-1 femur Odocoileus distal 30% not on cervid list catalog number on bone, bag labeled as Odocoileus.  ","Humerus.GLC",NA,"Humerus length from caput"
"7272","Tipu","EAP0667","T778","7","n/a","522T13","late-post-classic","","Mazama americanus","humerus","","distal .3",NA,"","T778-07 humerus mazama a. distal 30% Dd is suspect.","Humerus.GLC",NA,"Humerus length from caput"
"7273","Tipu","EAP0667","T733","","n/a","485T9","","","Mazama sp.","humerus","","distal .1",NA,"","T733 humerus mazama sp. Distal condyles only.","Humerus.GLC",NA,"Humerus length from caput"
"7274","Tipu","EAP0667","T232","84","n/a","323T4","Historic?","","Mazama sp.","metacarpal","","proximal .6",NA,"","T232-084 metacarpal not listed on excel sheet proximal 40% probably mazama.","Humerus.GLC",NA,"Humerus length from caput"
"7275","Tipu","EAP0667","T730","20","n/a","418T8","mixed late-post-classic to Spanish colonial","","Mazama americanus","metacarpal","","proximal .6",NA,"","T730-020 metacarpal Mazama a. proximal 60% not listed on Kitty’s excell sheet.","Humerus.GLC",NA,"Humerus length from caput"
"7276","Tipu","EAP0667","T083","21","n/a","347T2","Historic","","Mazama sp.","metacarpal","","complete",NA,"","T083-21 Metacarpal not listed on excel sheet; tag identifies it as Mazama catalog number not written on specimen. A blue tag in the bag identifies this as lot T-33 Neither lot number appears on the provenance sheet.   Same lot and catalog number as above.  Complete specimen: shaft is broken GL is a Refit all landmarks are present and recorded.","Humerus.GLC",NA,"Humerus length from caput"
"7277","Tipu","EAP0667","T168","77","n/a","518T12","historic","","Mazama sp.","metacarpal","","almost complete",NA,"","T168-77 metacarpal Mazama sp. Almost complete GL is refit. Not on cervid list.  ","Humerus.GLC",NA,"Humerus length from caput"
"7278","Tipu","EAP0667","T053","0","n/a","337T1","Early/late post classic","","Odocoileus virginianus","metacarpal","","proximal .5",NA,"","T053-0 metacarpal proximal refitted and glued not listed on excell sheet Bp and Dp only","Humerus.GLC",NA,"Humerus length from caput"
"7279","Tipu","EAP0667","T632","51","n/a","448T7","mixed early-post-classic to Spanish colonial","","Cervidae","metatarsal","","proximal .4",NA,"","T632-51 metatarsal Mazama a. proximal 40%.","Humerus.GLC",NA,"Humerus length from caput"
"7280","Tipu","EAP0667","T361","2","n/a","389T6","?","","Mazama americanus","metatarsal","","almost complete",NA,"","T361-002 metatarsal cervid; small enough to be Mazama a. SD was problematic, taking the measurement on the transverse plane was smaller than the smallest diameter on the sagittal plane however the SD on the transverse is significantly higher up the shaft than other samples of Mazama.  The distal condyles are unfused but the proximal epiphysis is closed. T361 is not listed on the excel sheet.","Humerus.GLC",NA,"Humerus length from caput"
"7281","Tipu","EAP0667","T635","","n/a","461T7","late-post-classic to Spanish colonial","","Mazama americanus","metatarsal","","proximal .25",NA,"","T635 metatarsal Mazama a. proximal 25% only anterior surface.","Humerus.GLC",NA,"Humerus length from caput"
"7282","Tipu","EAP0667","T502","4","n/a","452T7","post-classic","","Mazama americanus","metatarsal","","proximal .5",NA,"","T502-4 metarsal Mazama a. proximal 50%  not listed on cervid sheet.  ","Humerus.GLC",NA,"Humerus length from caput"
"7283","Tipu","EAP0667","T778","1","n/a","491T9","Late post classic","","Mazama sp.","metatarsal","","complete",NA,"","T778-01 metatarsal Mazama sp. Complete anterior groove plainly visible.","Humerus.GLC",NA,"Humerus length from caput"
"7284","Tipu","EAP0667","T168","76","n/a","517T12","historic","","Mazama sp.","metatarsal","","distal",NA,"","T168-74 metatarsal Mazama sp distal 30% not on list.  ","Humerus.GLC",NA,"Humerus length from caput"
"7285","Tipu","EAP0667","T730","10","n/a","523T13","Late-post-classic to Spanish colonial","","Mazama americanus","radius","","distal .4",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7286","Tipu","EAP0667","T795","18","n/a","503T10","Late-post-classic","","Mazama sp.","radius","","distal .2",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7287","Tipu","EAP0667","T685","","n/a","442T8","late-post-classic to Spanish colonial","","Mazama americanus","scapula","","distal .1",NA,"","T685 scapula Mazama a. glenoid only, charred. No catalog number available.  ","Humerus.GLC",NA,"Humerus length from caput"
"7288","Tipu","EAP0667","T142","18","n/a","363T2","historic","","Cervidae","tibia","","almost complete",NA,"fused proximal","T142-18 tibia cervida probably Mazama not listed on excel sheet.  Proximal epiphysis fused and closed.  Proximal surface is notably eroded Bp not viable. Shaft has been broken and repaired with glue GL is a refit. Distal articulation is well preserved.","Humerus.GLC",NA,"Humerus length from caput"
"7289","Tipu","EAP0667","T232","86","n/a","324T4","Historic?","","Mazama sp.","tibia","","distal .25",NA,"","T232-086 tibia not listed on excel sheet distal end and part of shaft 25% SD, Bd, and Dd only. Almost certainly mazama.","Humerus.GLC",NA,"Humerus length from caput"
"7290","Tipu","EAP0667","T708","5","n/a","420T8","","","Mazama americanus","tibia","","distal .6",NA,"","T708-005 tibia Mazama a. distal 60% articular projections are notably eroded Bd is suspect. Not listed on cervid sheet.","Humerus.GLC",NA,"Humerus length from caput"
"7291","Tipu","EAP0667","T675","","n/a","424T8","","","Odocoileus virginianus","tibia","","distal .2",NA,"","T675 tibia Odocoileus v. distal 20% no catalog number available.  ","Humerus.GLC",NA,"Humerus length from caput"
"7292","Tipu","EAP0667","T083","21","n/a","346T2","Historic","","Odocoileus virginianus","ulna","","proximal",NA,"","T083-21 ulna not listed on excel sheet tag identifies it as Odocoileus v. catalog number not written on specimen. A blue tag in the bag identifies this as lot T-33 Neither lot number appears on the provinace sheet.  This is a very robust specimen; shaft broken, superior crest of olecranon missing.  DPA only viable measurement.","Humerus.GLC",NA,"Humerus length from caput"
"7293","Trinidad de Nosotros","EAP0652","2A3B-1-2","","n/a","800TN","Post Classic","","Mazama sp.","1st phalanx","","",NA,"fused","800TN phalanx1 Mazama sp. Complete significantly weathered.","Humerus.GLC",NA,"Humerus length from caput"
"7294","Trinidad de Nosotros","EAP0652","12A4-2-3","","n/a","801TN","Post Classic","","Odocoileus virginianus","tibia","R","distal",NA,"fusion","801TN tibia Odocoileus sp. Distal 30% entire surface is granulated.","Humerus.GLC",NA,"Humerus length from caput"
"7295","Trinidad de Nosotros","EAP0652","6D6-6-1","1","n/a","805TN","","","Odocoileus virginianus","calcaneum","L","whole",NA,"size","805TN calcaneus Odocoileus sp complete.","Humerus.GLC",NA,"Humerus length from caput"
"7296","Trinidad de Nosotros","EAP0652","6D6-6-1","2","n/a","804TN","","","Odocoileus virginianus","calcaneum","R","whole",NA,"size","804TN calcaneus Odocoileus sp complete.","Humerus.GLC",NA,"Humerus length from caput"
"7297","Trinidad de Nosotros","EAP0652","6D6-6-1","3","n/a","803TN","","","Odocoileus virginianus","1st phalanx","","whole",NA,"size","803TN phalanx1 Odocoileus sp complete surface granulated surface kind of chalky.","Humerus.GLC",NA,"Humerus length from caput"
"7298","Trinidad de Nosotros","EAP0652","6D2-4-3","","n/a","802TN","","","Odocoileus virginianus","metatarsal","","whole",NA,"unfused distal epiphysis; proximal epiphysis fused","802TN metatarsal Odocoileus sp proximal distal epiphysis unfused juvenile no more than 24 months distal measurements unavailable proximal articulation is broken Dp and SD only.","Humerus.GLC",NA,"Humerus length from caput"
"7299","","","","","","","","","","","","",NA,"","","Humerus.GLC",NA,"Humerus length from caput"
"7300","","","","","","","","","","","","",NA,"","","Humerus.GL",NA,"Humerus length"
"7301","Aguateca","EAP0638","AG31A-10-2-1","131","n/a","907AG","Late Classic","A.D. 730-810","Odocoileus virginianus","astragalus","left","whole",NA,"fused","","Humerus.GL",NA,"Humerus length"
"7302","Aguateca","EAP0638","AG31A-10-2-1","131","n/a","908AG","Late Classic","A.D. 730-810","Odocoileus virginianus","ulna","left","proximal",NA,"fused proximal","908AG ulna Odocoileus v complete olecranon superior--crest fused, GL unavailable.  ","Humerus.GL",NA,"Humerus length"
"7303","Aguateca","EAP0638","AG31B-12-1-1","286","n/a","909AG","mixed Classic period","","Odocoileus virginianus","radius","right","",NA,"fused proximal","","Humerus.GL",NA,"Humerus length"
"7304","Aguateca","EAP0638","AG31B-14-2-1","359","n/a","901AG","Late Classic","A.D. 730-810","Odocoileus virginianus","proximal phalanx","--","whole",NA,"fused proximal and distal","100AG phalanx1 Odocoileus v complete.","Humerus.GL",NA,"Humerus length"
"7305","Aguateca","EAP0638","AG31D-4-1-1","212","n/a","903AG","mixed Classic period","","Odocoileus virginianus","humerus","left","whole",NA,"fused proximal and distal","903AG humerus Odocoileus v almost complete broken in three places GL and GLC is a refit GLC taken with calipers GL taken with osteoboard board is typically 4mm greater than same measurement with calipers. Proximal epiphysis is closed but visible.","Humerus.GL",193,"Humerus length"
"7306","Aguateca","EAP0638","AG22A-11-2-1","148","n/a","904AG","Late Classic","A.D. 730-810","Odocoileus virginianus","radius","left","shaft and distal epiphysis",NA,"fused/large","904AG radius Odocoileus v distal 70% pathology: slight ridge along the ulnar groove more interesting is the groove itself is almost filled with woven bone.","Humerus.GL",NA,"Humerus length"
"7307","Aguateca","EAP0638","AG30B-4-2-5","122","n/a","905AG","mixed Classic period","","Odocoileus virginianus","radius","right","distal w/epiphysis",NA,"fused/large","905AG radius Odocoileus v proximal 40% serious erosion on posterior surface only Bp available.","Humerus.GL",NA,"Humerus length"
"7308","Aguateca","EAP0638","AG31A-9-1-2","134","n/a","900AG","mixed Classic period","","Odocoileus virginianus","humerus","left","proximal epiphysis",NA,"unfused epiphysis","","Humerus.GL",13.28,"Humerus length"
"7309","Aguateca","EAP0638","AG31B-12-1-1","286","n/a","910AG","mixed Classic period","","Odocoileus virginianus","calcaneum","left","",NA,"unfused tuber calsis, juvenile cortex","910AG calcaneus Odocoileus distal 70% superior crest absent no GL available, medial surface eroded GB unavailable.  ","Humerus.GL",NA,"Humerus length"
"7310","Aguateca","EAP0638","AG31B-14-2-1","359","n/a","902AG","Late Classic","A.D. 730-810","Odocoileus virginianus","astragalus","left","whole",NA,"","","Humerus.GL",NA,"Humerus length"
"7311","Cancuen","EAP0669","CAN 40-47-2","935","n/a","906C","Late Classic","","Odocoileus virginianus","metatarsal","L","proximal",NA,"fused","906C metatarsal Odocoileus 50% shaft split longitudelly in three places; original data sheet records four fragments only three are in the bag. The missing frag represents 25% of the shaft. Measurements are from refit.  ","Humerus.GL",NA,"Humerus length"
"7312","Cancuen","EAP0669","CAN 42-15-3","1206","n/a","929C","Late Classic","","Odocoileus virginianus","humerus","L","distal",NA,"fused distal epiphysis","929C humerus Odocoileus distal 80% proximal end absent. A series of cut-marks mid-shaft.","Humerus.GL",NA,"Humerus length"
"7313","Cancuen","EAP0669","CAN 42-6-3","1257","n/a","924C","Late Classic","","Odocoileus virginianus","tibia","L","distal",NA,"fused distal epiphysis","924C tibia Odocoileus distal 40% SD is a little higher up the shaft than usual but it’s a bigger usual animal.","Humerus.GL",NA,"Humerus length"
"7314","Cancuen","EAP0669","CAN 42-6-3","1259","n/a","927C","Late Classic","","Odocoileus virginianus","tibia","R","distal",NA,"fused distal epiphysis","","Humerus.GL",NA,"Humerus length"
"7315","Cancuen","EAP0669","CAN 42-13-3","1189","n/a","921C","Late Classic","","Odocoileus virginianus","radius","L","distal",NA,"fused epiphysis","921C radius Odocoileus distal 50% almost certainly the distal end of sample 920C the pattern of ridged woven bone continues.  ","Humerus.GL",NA,"Humerus length"
"7316","Cancuen","EAP0669","CAN 42-13-3","1190","n/a","922C","Late Classic","","Odocoileus virginianus","ulna","L","proximal",NA,"fused epiphysis","922C ulna Odocoileus olecranon superior crest unfused and absent.","Humerus.GL",NA,"Humerus length"
"7317","Cancuen","EAP0669","CAN 42-13-3","1188","n/a","920C","Late Classic","","Odocoileus virginianus","radius","R","proximal",NA,"fused epiphysis","920C radius Odocoileus proximal 40% pathology a ridge of rough woven bone parallel to the ulnar groove.","Humerus.GL",NA,"Humerus length"
"7318","Cancuen","EAP0669","CAN 42-13-3","1192","n/a","915C","Late Classic","","Odocoileus virginianus","metacarpal","","distal",NA,"fused epiphysis","","Humerus.GL",NA,"Humerus length"
"7319","Cancuen","EAP0669","CAN 42-13-3","1193","n/a","911C","Late Classic","","Odocoileus virginianus","metacarpal","","distal",NA,"fused epiphysis","911C metacarpal Odocoileus distal 25%  epiphysis closed but still visible. Bone is browned inside and out.","Humerus.GL",NA,"Humerus length"
"7320","Cancuen","EAP0669","CAN 42-13-3","1186","n/a","914C","Late Classic","","Odocoileus virginianus","tibia","R","distal",NA,"fused epiphysis  ","914C tibia Ododcoileus distal 60% multiple shallow cut-marks on anterior side of shaft","Humerus.GL",NA,"Humerus length"
"7321","Cancuen","EAP0669","CAN 42-13-3","1180","n/a","919C","Late Classic","","Odocoileus virginianus","femur","L","proximal",NA,"fused epiphysis (but line of fusion still visible)","","Humerus.GL",NA,"Humerus length"
"7322","Cancuen","EAP0669","CAN 42-13-3","1185","n/a","913C","Late Classic","","Odocoileus virginianus","tibia","L","proximal",NA,"fused epiphysis (but line of fusion still visible)","913C tibia Odocoileus proximal 15% epiphysis fused but visible.","Humerus.GL",NA,"Humerus length"
"7323","Cancuen","EAP0669","CAN 42-13-3","1182","n/a","912C","Late Classic","","Odocoileus virginianus","femur","R","proximal",NA,"fused epiphysis (but line of fusion still visible)","912C femur Odocoileus proximal 10% femoral head only Dp available.","Humerus.GL",NA,"Humerus length"
